symbol,error,full_universe_scope,published,cache_sha256
SH512060,,True,True,1082d0ef0ab6834e4189d8aaef797ef7b1d2d6b4ad67360f74b4c27e048f33fe
SH512070,,True,True,cfeb8846f5cd170df68aa93c3a766f949e503be2350e924dc605db768bccb8df
SH512080,,True,True,40628bda063ffe3a1bac45f50d3cf2f78185a481e3042071be43600e871b25a2
SH512090,,True,True,9533c70c0bc07fe9c01d31cf31b7f299dfdddbed26a483bb03b834ef10760331
SH512120,,True,True,dbc92f4e31f37a7cc508a41ecc8d1b439bda85f6312a3b311663c9b0d291f99d
SH512130,,True,True,ae24ab68dbb728166c76cafaa2a10f15902c9a20fd9108b9c267aad328c2aced
SH512140,,True,True,281d82b52bd75b348d1581ad42028982bf6dd97c15382dc0cf6ce37612a1c071
SH512150,,True,True,a291033782738c641fa557d07a55eb664be3532d5512aac121daba34ebafdad9
SH512160,,True,True,60c5aeb9e45edffe6cad0a7f3d4c23ae80bf1d5405265c34221e96a8cd983bb7
SH512170,,True,True,2ac7d59875914d2b5c27dcc9769d197cac464310f8c241823df159795d37b494
SH512180,,True,True,655264ed274eaaef32827b07b3346262e7c560491c3e38e9f856988c7af1e726
SH512190,,True,True,9d69aa65a5f8d595d2ef3d87e62ae36685266f87b14e8f6e88b52fe129037d32
SH512200,,True,True,33936447e2091df8d2cf6e161ea41f6f6ce66cfdd80576fde0f927a606bdeb38
SH512220,,True,True,a3981bc0206092d3f1642d9b686ca67f612f149609f04c3f1eaf76528418530c
SH512240,,True,True,4621275e522f4c397aeda140af97f275ca2e16371ad538a99153969a63002d43
SH512250,,True,True,f5a3bafa363e23516feab6d6ce4db088bffcf48eae94e348439a4bf95aca3fa5
SH512260,,True,True,55a65934c06833100dcf31f952037efaa1c5e4245adb34c8b77d6a6f062f9d4a
SH512290,,True,True,bdceacc422b553a21fc5b5c3a07f873a4df9871ba8bcd64eea914168fda01932
SH512330,,True,True,c728068d749a6424dbe7d30e398f31a988688509c8c4b7eaa6816e861d436f9d
SH512360,,True,True,ca32029067f4f0af6150d02e6ae71fcc15e2a6228fe3fa0793e86790e013fcb0
SH512370,,True,True,a835b055399b68b0d2eec5d2de4439247bc9af6383b462502d8d47f7dbd13a64
SH512380,,True,True,11a427c07e06f14c50701de254d3497208a78954e856c0d0798e2bed72dc038e
SH512390,,True,True,09cdf1cc82c7bb1256b63b57ebbf68c83b118a6f6bec4dba6e6d5579e90d5bec
SH512400,,True,True,6fd0155f833092db3eb1250a06df8e22490b5221d108d26419ef55687a1d0732
SH512410,,True,True,8543ae995d0f3a039e2adb836560b8c6aaea19710a23425a27084db9ab4b8300
SH512420,,True,True,a94f7a662e9a482b8aaf1004bcd726d4e8d57dfb868573271594d4d4ed3a14c6
SH512430,,True,True,dc54da0eeb4754c84acec7f731850695f43001940de6ba2afbd398bd0a67357e
SH512450,,True,True,d350646589c931d967668cdd787171542693bcb437f5eb988d2e07493bec811f
SH512460,,True,True,69cc5b88951eb8f239079e327767b2b389f3218629837ac6301b940fd257c03d
SH512480,,True,True,2ed3203d27279d1dbe249bf07c347e9558ce26a86e82d8d1a491f0d080a72cab
SH512500,,True,True,ef40e407322ed024e455c10500e95790fa52f92e582655a7d233321cdb6d0f85
SH512510,,True,True,c755a75876597e44e1ab7bd1791a19b1f026ea1259437c02dd99c2c3fc5bcf25
SH512520,,True,True,4537160078971e9673880b8f7e5e177e48b22a67dbd2cf8aa9f15acb997a8cc6
SH512530,,True,True,b35381861173f173b47db7f9d22ad9baefc42f9a39f3bd3a4bf7b7842642acba
SH512550,,True,True,0cfd67593ad50634987626ed5d0fdad8888d029fddc15fec5a221142ca7c2e6b
SH512560,,True,True,6cebefab1e6f88ec5f64da5fa0300f4a5b944a4f78f96e619f64c97ed6a3e5d3
SH512570,,True,True,b8ef8bcf8843e3710ef262e6c8fd64aba4d61d7b598a85f0c0608c47ed9bfeb5
SH512580,,True,True,39d17e8580324fb8150b71a07ab9b22f9ea08e61896c6ebc7587924e4f72b25b
SH512600,,True,True,52b133f39959b87b5b2bd7c87fb5b9e5b7387969b0a5d038b8a621b8a04c9ac9
SH512620,,True,True,a136b47744b53ed38ade63d74ca351a2368fa43fdc00a4cc9b3cee09e1aabf37
SH512630,,True,True,bf5b015aa76d0a5268ed6c75b2d1d314db3a6695ff7ea63950e432f6286533a8
SH512640,,True,True,6d8fb1b8d7c8a7ba96d6b8ce91b7147e2e8315080c2b3e305ee8f6875248719d
SH512650,,True,True,cdcdca73db95f9a1f181cdef1cdb1a18e2fb92eb8b30fbb68d2db574e9e8342e
SH512660,,True,True,ccf70a94821fa124bba25034f0eeeeaf75396b041765b4fd5b122959efff1e20
SH512670,,True,True,86fe5c0640cf9aa7f7813ae62b5212563d76a44370bd13835533ff204bc82321
SH512680,,True,True,43d37d2ee1d307bc640eb95230e5778c3c380fcfb761c01042d34a424a99ae55
SH512690,,True,True,c9256d380ac37bb4090f9f81336078462a3088d0b1213f73c1220192bb99d4c8
SH512700,,True,True,bc2816bbea541207c18fe810e2392a8ecd95942206664c5a5c6c7123f3d15572
SH512710,,True,True,dad552c17894cf31c5b4336c696750b63c13f2320585e3970530dfc1cb70311d
SH512720,,True,True,a921b5f5b4fe79a32720e29627a51280ecf6b61b6eb06991fb78246a2afd4b9f
SH512730,,True,True,bb2276ef4c80117c98d6f9795bcb7cd4bcf559e64565658b68f95f7106a71df3
SH512750,,True,True,d180a6626a758acf06413b80fc0260ee1e16a84d6a4727c0f3ff410607c2492f
SH512760,,True,True,e5d81c66de3c9c2f9a7b50ae9e2636ad8c4cbefaa296500f70fdd82b47e0307e
SH512770,,True,True,83db8455dd191dc5ee0cfc569cfbaae2c91aa04975b0e7edfc4c4ccd38a1c762
SH512800,,True,True,5fa00b375dcffcd6638f123597494f4791f277179590738ce217a139bf9e1e29
SH512810,,True,True,b925305f52bc0d013e29a341f0d3e71dd35505a910d51a23d402fcb5726277ff
SH512820,,True,True,a3b1045a8cdff6199bdbe29b140ecdba776c6d801b961582afb0cff72e27c1ae
SH512870,,True,True,8042f7a7ff1a6052667630538050549810799e5946e42bbf6612ce5ad4d889bf
SH512880,,True,True,abe5c2f9cb058fe14c9d52c8ecf10c2851eae303e0cf039c2f68068a85df806a
SH512890,,True,True,a0db3bbc79807293d9831bde7cb0762e4093ef830cbd1b0794c95d6302e9f5d7
SH512900,,True,True,097647f4b6c03fdf5475f1e766b9a488fd857b47f775852b8e342181e6e0361f
SH512910,,True,True,990debf062bff92a238eb00f2685d902216437cf5bfbaca10eae8077d262ae02
SH512940,,True,True,7b8e3723d3263bb7dd30ea4ba5968994eac5b916c85d5f02cc0e48a19d94e244
SH512950,,True,True,5d49283c6d98e7f812b4067a5b114b350607f210ae1d4042ff5d67cf8a4152c5
SH512960,,True,True,077d92c29db242f844244e451011779f47ec8f0a005baf35c4db74b6287ffa3a
SH512970,,True,True,ea7135de0420b0d3b3b33175946c0fb942c855ba9508fe9e2c4c05e485ce5b02
SH512980,,True,True,dd081bdd92d8b19c177b23b624996f73406a0cd021cf40b08e9f1a81eeada8df
SH512990,,True,True,75657e778e954cd181560271b789a98e73fe36f94a11883fb272e2ff7f962eeb
SH513020,,True,True,e5dc00d4c67b88e62e0f1a2ffa6a99952898a6bbd98d75652cb494e360a2699b
SH513040,,True,True,2bc6c563a2c112f30384a339e8c8271ab2a57de1b356d3d7ac99a0fa9a6c7a54
SH513070,,True,True,41070e28e294751b74fb983fd3cb0f367b6dfc62f98f2c11c81185c1614e06c9
SH513090,,True,True,dc8cfa2e927597d9a3703fca5ee8198e183e71c4ff7dc67689dc28f98ebe7c24
SH513150,,True,True,e2077937d1a9310b7bf40c4fc88b54ab1814da1324a6e5fad626e1b3a14182b8
SH513160,,True,True,fdb547719a353e1d13d73b146a4ac733020296e3a0f85f52f9bfba18e05b53a5
SH513190,,True,True,36111ad677e446490c82b4e2fd50170c4ba3410d66a7baaa067779dab51b6a35
SH513200,,True,True,885025ae3f178789ed921de82c750e310bd8cb8be5d2fb921a27c608ece30cfb
SH513230,,True,True,050ce7ea49c6ce27e4e96343b28968ad5efc9ecd3dc67b5e5a5e911c4d604148
SH513240,,True,True,bf751ce0f1f3d8c126dacb9223740bbb431f0dad26ae6971a683b5f9eb12edff
SH513320,,True,True,f7c0b44726e3b33b9c585eeb5e6a780237a4ff99be1402b0fb77472cb4cfc925
SH513550,,True,True,c1095a7ce5f374b7b26a19a44dfe788cb5fd54b8ee358dad5dff894842ffd3da
SH513560,,True,True,698758d1edd578f515c17271c39e4acbdfafcef8716f8ac9353e0f936a94c217
SH513590,,True,True,eccc197814ec24e4ee9cd2b77ed51d1cc15c824b0d02d28c1bc0b73903af3c95
SH513600,,True,True,b95ef543b6df07a1649b9d4bd392168dd247bb7b7261c3bad43b98063294f0a5
SH513620,,True,True,338a3c84dee5271b7e5f96fe87fc44169849dbcfd9b95de645e57fad48504b4a
SH513630,,True,True,17822e3ad19dd4133a9fb1c39e6551288ca4101354b71e0fc5ecd8f16c8b4278
SH513660,,True,True,1a90f3ec283544408637aa34f272065c386ce97f005e5ea061201287b1342b60
SH513690,,True,True,4774f479d803fd91078dc7986ddb80d49d6ac94f5070e469ab09ba9814a6a5d8
SH513700,,True,True,0b372a731786a8f8eb9b73f1e52a75cc077f2912e99e8e0dd3ece132b943c34c
SH513720,,True,True,c52800d86bbda8937af76aee31040cad17b185ccab8c8f9ca8323ac341b7c195
SH513750,,True,True,3267936b8f8b5ff3dcf01b5898a39c316a83072ebcc884f227bf067742731c05
SH513770,,True,True,534c547a9de6b9a4cf46d0880ec7f7d84b62e6215df7844ce694f519c61ebccf
SH513780,,True,True,c325af4df7a3abab9121ede3ee6f6ba57da07a816c8e5c107c35620105a17bd7
SH513820,,True,True,4a558af3e1a350115b1e737793e6f65cbebd4ec2db5dc64f996b3ce715f8e46e
SH513830,,True,True,39595b19fd35c125c28175dd1ae171442619ba778a22016e56b84ed21489a3d8
SH513860,,True,True,9fd575e53c884a2437bec43bc3a71a99a8823a45356f5a528dbac96e7cb002d9
SH513900,,True,True,01fdeeae5ea0dc0248ebf2a279a4d9db243ac9246bc924f3b77b3f576025fd66
SH513910,,True,True,e192b336e42c9721165d28a686f293d307f9c46bed4d2e2b1394430de64659e5
SH513920,,True,True,34ba80dfb9ef0a288a86d1735c2d9a5a9c86f4a4ab0ee7a6b8cebf8f15e2963a
SH513930,,True,True,8b954d0ade3733b6d3de208b684348b9857ec1c302420f3c15b65efee6fea2e1
SH513980,,True,True,54eb4e605f690e8c82c00b345235d0a95235b8952ff87df74a30888a9e537c85
SH513990,,True,True,ae439595bc87235d8b2a9646b1fe0faa53d10e02c790edf653b5b4d94a3b6593
SH515000,,True,True,5482c5ed3768c619cb0e50741b01a9d28c20641b0d0a7abe8d84ed11a4ccc193
SH515010,,True,True,2acbe88077f108702853cb12aaa8aba8882a0a2174e8b76dac9ee3afcc5fad04
SH515020,,True,True,532dbc4f4a86d28009f62602a794a439c81e1e19826e7836007c0d5462792d94
SH515030,,True,True,a17832d8163ef9e2b375aa472c17ce134b9b18955c6f0d8af46c289b67c2b381
SH515040,,True,True,28cce6a6b9f2b8e27da4f50ee7cf7e95bac05dbe9623b6fb81d91b628fa1fc29
SH515050,,True,True,3d44821b7f5a105d37d9f900e8cc35c5ad4e35df96f385de10bfcdfc09af65e2
SH515060,,True,True,5a1b56d9905a3432f8559440492920af0af60e9533c8c88a11c5cafcf3b3db4e
SH515070,,True,True,e55f3e0369fb6e6eb1062c6ac35a6abb71b332d5ee8853f8c29b686d0e5c8b2f
SH515080,,True,True,8b54e9cb668914f08e664c76dd311688ee9c631f297a3fefbdb27b57972ae1d4
SH515090,,True,True,6e0629169c7c9bc3cb499916f915767e0bb832e76d76bca5c63d61857f60f15c
SH515100,,True,True,1ebde6b24c30f45c531f7006f0010591a6e459668f104ccf4a7bf7e1d1e6067b
SH515110,,True,True,43964847f6644d41f2327d7f16a1b1d66d95641f1d6b12d3b3089b7312577d3b
SH515120,,True,True,e62c77ed7ef1a53fa6dd9ee13a133db1be95496212ede9badb579da8e1b70411
SH515130,,True,True,32fc6cfd2797077f4ca6ff5c7c1937eaa93b7c4805ae5c3b20e17af54606f188
SH515150,,True,True,200adee0b1d5206e6fdcd3c1839005923f6e157c04c278932e4dfacf18f20adb
SH515160,,True,True,7b3ae1ea0ca15919f8b708a4465cee2d2b211d1b374d37af41bb76a3e9ed0d33
SH515170,,True,True,b8c315deb04bebe8e639341bc85afa5d6e9b592c32ed5210667987f5582ee8f5
SH515180,,True,True,3bd7352496bd08e398ba9936926a4685b947bc2d2b3ac2f4b149bff1264e8191
SH515190,,True,True,34969d35b9c42c0d387b0137aebbee95c04fa48a20a3d0fec4b5c1212426df1e
SH515200,,True,True,dfb89f176ba5ea61655ad52bbbbf520b5d45b79f186878190875676a3300fe39
SH515210,,True,True,c0c5ed0b7290ea207f4cdca140e91262dfacd9134b47c39661d6a5e447113924
SH515220,,True,True,bd2e987d2e1da5fdd1020a83e71838b7dc75ad6d814d9805ddd34740cf1eca5c
SH515230,,True,True,e6e006a831978b75515aa9d43c8c62d30135a4a33d2734f3e9192adcbe27276c
SH515250,,True,True,cefb2a6d83d909c93bbde9dffa122bfea74bffdbbd060a67e123453ab00318d5
SH515260,,True,True,ace1b641f9570d945bcc8023ee59501ff839be520100316ddfd780e73f92470e
SH515290,,True,True,b6420ea693417884ba089c3e5bb372d9500f6aa50f292f39a95e0c481724e1d0
SH515300,,True,True,d4e5ddbef966c5088e4bf0d616bab5b1cd8f74d7b25aeba1242f3067c2d3d4bd
SH515310,,True,True,35197e655dd4a3fcea6e59c2a7676f825f0d0f7e7c0ee6c70aaeb6a06e0ae1b1
SH515320,,True,True,c5edcb9f440265a101ccc6365d774ffc51e0eb42c60e6dae0f20fdadf48ce9f4
SH515330,,True,True,87699c38f72be0066b11e7dbf7330309c3e52677cb61b5dfd72abd9e6410f91b
SH515350,,True,True,0456e66a26720780c1fdf30fc8f14540d2c7122bc4e9afac5d1eeabaa5c88d46
SH515360,,True,True,804f9f355766fafa56186dfd46f8ce9a9f42982373eda2c9f8da96704df73108
SH515370,,True,True,4b1453d28c34c060536b4194e13569b624830079455e4376e6fc0deeb97821df
SH515380,,True,True,b93bb1ff74c21e390428754aace9dc3fe6679ca24f9eef4b04f040c398d2e275
SH515390,,True,True,e01835172ca16f0f0774912a34b053a85220fea0ecf15ee4da08793c27d2cec0
SH515400,,True,True,d77b96b2513e0286a3f0abadbed6473edf2f06d492d7306baaa9cc3372b1d099
SH515450,,True,True,ff61c2b4ca121bdf663ff92a082a5cb41261ccdf755c7bda5b5e5f94a379b9e8
SH515460,,True,True,7085de112644e1e9da0380d229b3e19b4cb796b5f7241a7aff8f21c712e75e38
SH515480,,True,True,faeb6d9710acec665831a1b6509a696fd1821499a4f73093bbebe150cd6dc8b7
SH515530,,True,True,d8b199be4f2ddc547d253f63590526be6d56eb46fc096385d7fe89777fc69b9c
SH515550,,True,True,fecce97bb5fe0bbdb1d58615427b53666ba0e7141bb1208173d5ccc1bde24564
SH515560,,True,True,8595ae876ab3cdc6304c8e08fd80ad28dc16b9fb6dc24172c283e5c03d598cb9
SH515580,,True,True,f78703f58f37c5ccc1117639585f5aa0a26247b0844034a870d42e43b8b3d55a
SH515590,,True,True,2215fb3433872474b42cbbcd28a69fe48892b67b1c0fb22a210952781bbed06c
SH515600,,True,True,430d414541392b7567fe03a08cf39e02da2e7b0c7fa56bbce59a0abdbef90d1d
SH515630,,True,True,dee4ecae80c0cfb04a9d3ad7e03cfbdc0cf847137fa0ee822f9ef7319f941484
SH515640,,True,True,3f11a83e68b71a18d48f23f6ac16d54f19dddf5b8b1fb566dc60142f4c219943
SH515650,,True,True,e62d6bdf2cc66068801bf98e6f89e285c1d2dcb79dd8e586ff7d93d43ba49e32
SH515660,,True,True,30e0db602dff121cad48f9cf56bbdb45612efe8018e4f9bf9a92a7a7a2b5431d
SH515680,,True,True,fe3b618dd5bcfd8889651d3875e1403d472f098609b0006f78838026e062d42c
SH515700,,True,True,0a7a18279d92ca9956a039c70923a3b188073029bd82ec83fc554db646935ffa
SH515710,,True,True,4713307e43b9235a781c2225ba77da62c0d82c6854500d385c6520218d90b7bc
SH515720,,True,True,0bbdecc6a09f4706664cb1a4ade168f246547a82f0d0bc41054f7ff1f28a6d2d
SH515730,,True,True,8d56b6d228c819a4d38da31a817004cda2856fe96f797c781cb47b6bff2d965b
SH515750,,True,True,6f9a7db4a75ccc61957493ef41c6dbe4045b96c40b221463ea8a0f742d1ad58c
SH515760,,True,True,dd73933caa8e8d8eb935325883f25feda10f1bfeed21c69067f33fdd1a0470d0
SH515770,,True,True,4f4f23efa72fb455a81faf32b0fb6bab7f936fcc5cb997621ec05fc5b7d66295
SH515790,,True,True,f23430af401a27a90b1a135a9974b68e4e67c455c99f1e72b41940fd205e4609
SH515800,,True,True,918348cc9eb4916990cd06683c72f05814186c63bba220c78cdbeaca334803cb
SH515810,,True,True,d132a1155520c817431b9ca1a36427890bbecb3fceb04ada0299e0bd333642f6
SH515840,,True,True,76dbb360fc473c5118e49fe148a3da0cd51feef105c9746479df517e7daf1308
SH515850,,True,True,c476ce28af826f8b5ab4b3bb917d78aca0ac2053465f6b5e28a523056bfe5b43
SH515860,,True,True,14e01ed463bea978e27e5d3ba1070c2998bed56e38a951a03bfb12618348ddc7
SH515880,,True,True,6087578a7b5522c21ad9f94013a7bb148b1cd48ba76f390f14ea7ab82eb85b27
SH515890,,True,True,9827a8c12deb4ce38944886da532678e533b8d8881a67cae139d3c901dd5d101
SH515900,,True,True,9611c4081d0e61e04e12075ebd1a8d9a0d0a8d8775dd890ca97f0144142d66ff
SH515910,,True,True,d3acd4f5a52b3c21c3cd33a0b6e7165b670248710678e2d551d3012b265d2773
SH515920,,True,True,c5758c659539a203720c1e2ef95f79538f98c1f0de4f774370ac82c87dff152f
SH515950,,True,True,df4605928c0a8ead0001a78e97b7e039a097c217fe3453f6e2bf01d6f8736aa2
SH515960,,True,True,cf39a33a321125b5e35305615558a92dedc37b7c973c60cb1654d050f221e1a6
SH515970,,True,True,eebbb125f4065d35756abe5311723384f340cf0c47379963cb4536841d0c080f
SH515980,,True,True,2348e7262405ce2251b62d51f3997936e1a50094ec9d52a84e0b35ff1cf67692
SH515990,,True,True,8ce6883cf8502f115b8230cfc9a7b00a4f06a35ecabddfd4020da12189815ec6
SH516000,,True,True,4c74cbe3bf30b8ab799ba9d57798443430d96b3ad75ef377083c2ba7d1d17854
SH516010,,True,True,001dc32a94c49b8dde03bb58e155a6c4fcdf2dc5eaf3561b0f783bcff7600fe3
SH516020,,True,True,4107075cd7f4909e68770f38e341b26f18a9c3d60c731686efb56309615201b1
SH516050,,True,True,c402287ecdd1278afb15fd110bb69151bc682ae7892aa3251aa41dc67e34f564
SH516060,,True,True,c355e440cc56258405134122c3f40c741d8f09c54068511d8c3ecdd44284fc7c
SH516070,,True,True,ed1d4ff4db06d4e5c7c780f33b29b403f1349d2ba65353a5a4a5a822ff3b4d57
SH516080,,True,True,fc44046b2ef857ccd0f8beccf3ee48dfb906b55dfec944eb37fa37334ac9ec3b
SH516090,,True,True,b7f98ef66055cf9c94bd780d9c1be28f9c4fa3e6ddb26ddf0f091aae05862089
SH516100,,True,True,c023250ff03626fbca4f76c9d2ab1fdf7ddff4b47a79c89795236bdb65c3d884
SH516110,,True,True,c868c8b01fe67d3565e68ae51c48f0bc21c3d2cc52ff4dbba106184c5b0d1c6b
SH516120,,True,True,dc143ddca025dc6297ed5aeeacecf238839ec50e31e625c1dafc0bcee4b9259e
SH516130,,True,True,9ad4eb46ee1311cdb3de74fbd3f5a805013542e37313517807b85e046c0e21e7
SH516150,,True,True,785eddda51b73e873165567bc538ffa6aa7f5ee09ff9eb806d3a2461cd58cf6c
SH516160,,True,True,17dd4457ede8e510f181af4f61cefa2d1e371508be9ca88684a0583dc90b6ad5
SH516180,,True,True,9dde39823b4be47e7e967fc6d7f74880bfeceb45f4f2fe0117777321f0963d3c
SH516190,,True,True,f5ba59821722bf1218474881299feb282d594871379f8b1013090d111ea383da
SH516200,,True,True,0d589dd08a1f04084199d35020291a230bb4a328cb4e1c675c59e9c0fb00dc34
SH516210,,True,True,d168b576a836e9cba737814f96b02f96e0a9dc5ddc1f345083ecdd512e228864
SH516220,,True,True,bf2e3af4b466a43f3fe34ff2cd25c53c342426736ee17add786ef31703a5021d
SH516230,,True,True,35564dd7eb37a51d834b087547cfa33d1901e114f7ff8e57919e0f2ccb1e2f7a
SH516250,,True,True,fa9ba25441d1dfc005ed41c680fd92dd5c21b1ed4a8bd60fb61f21be1ef68632
SH516260,,True,True,7466aeccce1f164ddabf1ab4fba9f903dc1c06809638581eb63f424627a94249
SH516270,,True,True,b1f8ecc6e20a1abc895962a14600d980da3006e6fcb70b2285c9d5bf2c4e8067
SH516290,,True,True,57b4cb6ce017b010db5b89d1fc60e8d96a15b7bd70d06b54477499ea7fc8989c
SH516300,,True,True,56f7afda0d5e3fa4061ef8e5554ccf393db8a0273cfd001bb188603478ae6dca
SH516310,,True,True,19944aec340ddbc9874c7eabc9134db2be77422a1f52f59ac3357348dd33b428
SH516320,,True,True,ff080dc839c8a6391dde828e87479a4fcf67203039153ee9a40f8a5095a0bdc2
